x,y,z,labels
1.063324809,-9.874884605,-0.224456415,still
1.556530356,-9.654618263,0.04369418,still
1.556530356,-9.654618263,0.04369418,still
1.106420517,-9.807847023,-0.660201132,still
1.894112825,-8.493430138,-0.562038839,still
0.850240886,-9.173383713,-0.439934552,still
1.278802991,-9.566033363,0.675763428,still
1.305139184,-9.846154213,-1.139041424,still
1.305139184,-9.846154213,-1.139041424,still
0.627580106,-9.668983459,0.378882408,still
0.627580106,-9.668983459,0.378882408,still
1.285985589,-9.657012939,-0.760757565,still
1.285985589,-9.657012939,-0.760757565,still
1.075295806,-9.707290649,0.254383922,still
1.276408792,-9.685743332,-0.684143126,still
1.276408792,-9.685743332,-0.684143126,still
1.163881302,-9.702502251,-0.032920275,still
1.159092903,-9.707290649,-0.478241801,still
1.115997314,-9.664195061,-0.250792623,still
1.115997314,-9.664195061,-0.250792623,still
1.056142211,-9.673771858,-0.313041866,still
1.056142211,-9.673771858,-0.313041866,still
1.405695677,-9.633070946,-0.490212798,still
1.405695677,-9.633070946,-0.490212798,still
1.063324809,-9.695320129,-0.2220622,still
1.063324809,-9.695320129,-0.2220622,still
1.015440822,-9.645041466,-0.171783969,still
1.015440822,-9.645041466,-0.171783969,still
1.240495801,-9.642647743,-0.732027173,still
1.240495801,-9.642647743,-0.732027173,still
1.144727707,-9.712079048,-0.547673643,still
1.190217495,-9.625887871,-0.547673643,still
1.266831994,-9.587580681,-0.698508322,still
1.254860997,-9.762357712,-0.703296721,still
1.254860997,-9.762357712,-0.703296721,still
1.228524804,-9.609128952,-0.832583666,still
1.228524804,-9.609128952,-0.832583666,still
0.87418288,-9.561244011,-0.459088176,still
0.87418288,-9.561244011,-0.459088176,still
1.582866549,-9.695320129,-0.753574967,still
1.199794292,-9.850942612,-0.708085179,still
1.199794292,-9.850942612,-0.708085179,still
1.489492774,-9.566033363,-0.827795267,still
1.276408792,-9.578003883,-0.806247413,still
1.276408792,-9.578003883,-0.806247413,still
1.376965284,-9.769539833,-0.590769291,still
1.376965284,-9.769539833,-0.590769291,still
1.578078151,-9.652224541,-0.77991122,still
1.247678399,-9.530119896,-0.645835936,still
1.197400093,-9.616311073,-0.681748927,still
1.297956586,-9.573215485,-0.617105484,still
1.297956586,-9.573215485,-0.617105484,still
1.343446374,-9.697713852,-0.85652566,still
1.343446374,-9.697713852,-0.85652566,still
1.556530356,-9.676166534,-0.753574967,still
1.556530356,-9.676166534,-0.753574967,still
1.192611694,-9.58039856,-0.842160463,still
1.695394039,-9.793481827,-0.456693977,still
1.695394039,-9.793481827,-0.456693977,still
1.805527329,-9.479841232,-0.449511379,still
1.223736286,-9.539696693,-0.123899937,still
1.276408792,-9.556455612,-0.111928932,still
1.980304122,-9.690531731,-0.241215825,still
2.202964783,-9.508571625,-0.243610024,still
2.202964783,-9.508571625,-0.243610024,still
1.46794486,-9.367314339,0.074818805,still
1.46794486,-9.367314339,0.074818805,still
1.822286725,-9.712079048,0.927154601,still
1.721730351,-9.408015251,0.366911411,still
1.721730351,-9.408015251,0.366911411,still
1.465550661,-9.700108528,0.78110832,still
1.465550661,-9.700108528,0.78110832,still
1.788767934,-9.683348656,0.66858083,still
1.788767934,-9.683348656,0.66858083,still
1.0968436,-9.994594574,1.022922635,still
0.321122289,-9.589975357,0.141856447,still
1.104026318,-9.781511307,0.924760401,still
1.104026318,-9.781511307,0.924760401,still
0.756866992,-9.712079048,0.795473516,still
0.756866992,-9.712079048,0.795473516,still
0.83587569,-9.877279282,0.972644448,still
0.699406147,-9.585186958,0.699705422,still
0.740107596,-9.501389503,0.833780766,still
0.340275913,-9.724050522,0.898424208,still
0.340275913,-9.724050522,0.898424208,still
0.349852711,-9.697713852,0.809838712,still
0.670675755,-9.704896927,1.039682031,still
0.596455514,-9.755174637,0.752377868,still
0.596455514,-9.755174637,0.752377868,still
0.244507849,-9.822212219,0.603937387,still
0.618003309,-9.795876503,0.55844754,still
0.306757092,-9.716867447,0.675763428,still
0.268449873,-9.673771858,0.584783792,still
0.268449873,-9.673771858,0.584783792,still
0.392948359,-10.126276016,0.144250646,still
0.541388869,-9.728838921,0.189740479,still
0.541388869,-9.728838921,0.189740479,still
0.268449873,-9.779116631,0.323815793,still
0.268449873,-9.779116631,0.323815793,still
0.22296004,-9.774328232,0.302267969,still
0.22296004,-9.774328232,0.302267969,still
0.270844072,-9.767146111,0.37169981,still
0.270844072,-9.767146111,0.37169981,still
0.740107596,-9.731232643,0.347757787,still
0.345064312,-9.721655846,0.625485182,still
0.323516518,-9.779116631,-0.016160861,still
0.323516518,-9.779116631,-0.016160861,still
0.632368505,-9.714473724,0.505775094,still
0.632368505,-9.714473724,0.505775094,still
0.325910717,-9.750386238,0.093972415,still
0.325910717,-9.750386238,0.093972415,still
0.546177268,-9.783905029,0.402824432,still
0.546177268,-9.783905029,0.402824432,still
0.237325236,-9.750386238,0.04369418,still
0.237325236,-9.750386238,0.04369418,still
0.677858353,-9.755174637,0.517746091,still
0.342670113,-9.716867447,0.010175358,still
0.342670113,-9.716867447,0.010175358,still
0.625185907,-9.762357712,0.536899745,still
0.625185907,-9.762357712,0.536899745,still
0.402525157,-9.724050522,0.096366622,still
0.402525157,-9.724050522,0.096366622,still
0.570119262,-9.752780914,0.390853435,still
0.570119262,-9.752780914,0.390853435,still
0.495899022,-9.704896927,0.129885435,still
0.495899022,-9.704896927,0.129885435,still
0.505475819,-9.764751434,0.283114344,still
0.505475819,-9.764751434,0.283114344,still
0.333093315,-9.740809441,0.18495208,still
0.333093315,-9.740809441,0.18495208,still
0.646733761,-9.779116631,0.108337626,still
0.517446816,-9.776722908,0.266354948,still
0.546177268,-9.745597839,0.225653514,still
0.459986001,-9.752780914,0.182557881,still
0.459986001,-9.752780914,0.182557881,still
0.550965667,-9.752780914,0.235230312,still
0.550965667,-9.752780914,0.235230312,still
0.627580106,-9.736021042,0.014963761,still
0.627580106,-9.736021042,0.014963761,still
0.486322224,-9.776722908,0.386065036,still
0.486322224,-9.776722908,0.386065036,still
0.541388869,-9.810241699,0.096366622,still
0.541388869,-9.810241699,0.096366622,still
0.416890383,-9.724050522,0.18734628,still
0.416890383,-9.724050522,0.18734628,still
0.529417872,-9.757569313,0.132279649,still
0.483928025,-9.776722908,0.146644861,still
0.459986001,-9.752780914,0.237624526,still
0.570119262,-9.743204117,0.146644861,still
0.570119262,-9.743204117,0.146644861,still
0.565330863,-9.759963036,0.074818805,still
0.565330863,-9.759963036,0.074818805,still
0.560542464,-9.759963036,0.321421564,still
0.560542464,-9.759963036,0.321421564,still
0.404919356,-9.747992516,0.110731825,still
0.488716424,-9.745597839,0.189740479,still
0.488716424,-9.745597839,0.189740479,still
0.412101954,-9.762357712,0.175375268,still
0.546177268,-9.736021042,0.072424598,still
0.388159961,-9.726444244,0.287902743,still
0.536600471,-9.721655846,0.055665191,still
0.582090259,-9.757569313,0.046088383,still
0.457591802,-9.788693428,0.113126032,still
0.457591802,-9.788693428,0.113126032,still
0.457591802,-9.788693428,0.113126032,still
0.357035339,-9.709685326,0.04129998,still
0.357035339,-9.709685326,0.04129998,still
0.42886138,-9.767146111,-0.023343466,still
0.42886138,-9.767146111,-0.023343466,still
0.546177268,-9.697713852,0.017357962,still
0.957979977,-9.767146111,-0.358531713,still
0.957979977,-9.767146111,-0.358531713,still
0.819116235,-9.755174637,-0.207697004,still
0.991498768,-9.657012939,-0.463876575,still
0.991498768,-9.657012939,-0.463876575,still
0.641945302,-9.757569313,-0.207697004,still
0.641945302,-9.757569313,-0.207697004,still
0.76404959,-9.724050522,-0.327407092,still
0.76404959,-9.724050522,-0.327407092,still
0.890942335,-9.767146111,-0.442328751,still
0.845452487,-9.724050522,-0.37289691,still
0.780809045,-9.692925453,-0.351349086,still
0.871788681,-9.736021042,-0.382473707,still
0.871788681,-9.736021042,-0.382473707,still
0.732924998,-9.724050522,-0.363320112,still
0.732924998,-9.724050522,-0.363320112,still
0.747290194,-9.745597839,-0.37289691,still
0.747290194,-9.745597839,-0.37289691,still
0.79996264,-9.774328232,-0.411204129,still
0.79996264,-9.774328232,-0.411204129,still
0.809539437,-9.716867447,-0.415992558,still
0.809539437,-9.716867447,-0.415992558,still
0.680252552,-9.707290649,-0.315436065,still
0.680252552,-9.707290649,-0.315436065,still
0.816722035,-9.716867447,-0.456693977,still
0.816722035,-9.716867447,-0.456693977,still
0.780809045,-9.707290649,-0.327407092,still
0.780809045,-9.707290649,-0.327407092,still
0.876577079,-9.740809441,-0.473453373,still
0.826298833,-9.726444244,-0.332195491,still
0.826298833,-9.726444244,-0.332195491,still
0.768838048,-9.652224541,-0.504577994,still
0.768838048,-9.652224541,-0.504577994,still
0.819116235,-9.807847023,-0.463876575,still
0.819116235,-9.807847023,-0.463876575,still
1.125574112,-9.697713852,-0.377685308,still
0.64912796,-9.712079048,-0.396838933,still
1.010652423,-9.697713852,-0.435146153,still
1.010652423,-9.697713852,-0.435146153,still
0.929249525,-9.719262123,-0.392050534,still
1.008258224,-9.652224541,-0.365714312,still
1.008258224,-9.652224541,-0.365714312,still
0.926855326,-9.621099472,-0.320224464,still
0.926855326,-9.621099472,-0.320224464,still
0.890942335,-9.58039856,-0.281917244,still
0.890942335,-9.58039856,-0.281917244,still
0.989104569,-9.731232643,-0.454299778,still
1.02022922,-9.771934509,-0.341772288,still
1.127968311,-9.668983459,-0.241215825,still
1.127968311,-9.668983459,-0.241215825,still
1.02022922,-9.661801338,-0.430357754,still
1.02022922,-9.661801338,-0.430357754,still
1.0992378,-9.738415718,-0.265157849,still
1.0992378,-9.738415718,-0.265157849,still
1.072901607,-9.680954933,-0.243610024,still
1.089661002,-9.755174637,-0.392050534,still
1.089661002,-9.755174637,-0.392050534,still
1.357811689,-9.870096207,-0.133476749,still
1.357811689,-9.870096207,-0.133476749,still
1.367388487,-9.606734276,-0.420780957,still
0.960374177,-9.709685326,-0.272340447,still
0.960374177,-9.709685326,-0.272340447,still
1.199794292,-9.724050522,-0.456693977,still
1.199794292,-9.724050522,-0.456693977,still
1.183034897,-9.704896927,-0.253186822,still
1.183034897,-9.704896927,-0.253186822,still
1.178246498,-9.671378136,-0.353743315,still
1.331475377,-9.762357712,-0.217273802,still
1.331475377,-9.762357712,-0.217273802,still
1.420060873,-9.589975357,-0.380079508,still
1.420060873,-9.589975357,-0.380079508,still
1.063324809,-9.446322441,-0.313041866,still
1.063324809,-9.446322441,-0.313041866,still
1.403301477,-9.599552155,-0.358531713,still
1.508646369,-9.637859344,0.132279649,still
1.206976891,-9.755174637,-0.562038839,still
1.206976891,-9.755174637,-0.562038839,still
1.685817242,-9.570821762,-0.011372458,still
1.685817242,-9.570821762,-0.011372458,still
1.166275501,-9.697713852,-0.641047478,still
1.166275501,-9.697713852,-0.641047478,still
1.58047235,-9.551667213,-0.0664391,still
1.142333508,-9.63067627,-0.329801291,still
1.142333508,-9.63067627,-0.329801291,still
1.570895553,-9.719262123,-0.159812957,still
1.570895553,-9.719262123,-0.159812957,still
1.489492774,-9.759963036,-0.523731649,still
1.700182438,-9.587580681,-0.492606997,still
1.700182438,-9.587580681,-0.492606997,still
1.841440439,-9.566033363,-0.597951889,still
1.841440439,-9.566033363,-0.597951889,still
1.293168187,-9.649829865,-0.490212798,still
1.293168187,-9.649829865,-0.490212798,still
1.721730351,-9.551667213,-0.736815572,still
1.721730351,-9.551667213,-0.736815572,still
1.882141829,-9.37449646,-0.959476352,still
1.882141829,-9.37449646,-0.959476352,still
2.202964783,-9.293093681,-1.294664621,still
1.369782686,-9.834183693,-0.411204129,still
1.025017619,-9.774328232,-0.016160861,still
1.549347758,-9.542090416,-0.289099842,still
1.412878275,-10.11191082,-0.621893883,still
1.412878275,-10.11191082,-0.621893883,still
2.016216993,-10.152612686,-0.368108511,still
2.016216993,-10.152612686,-0.368108511,still
1.621173859,-9.874884605,-0.799064815,still
1.621173859,-9.874884605,-0.799064815,still
1.546953559,-9.927556992,-0.018555064,still
1.546953559,-9.927556992,-0.018555064,still
1.211765289,-9.582792282,0.493804097,still
1.211765289,-9.582792282,0.493804097,still
0.570119262,-9.391256332,-0.490212798,still
0.570119262,-9.391256332,-0.490212798,still
0.345064312,-10.15021801,1.736394763,still
0.591667116,-9.757569313,2.694075346,still
1.441608667,-10.040084839,0.254383922,still
0.409707755,-9.937133789,2.150591612,still
0.409707755,-9.937133789,2.150591612,still
-0.107439801,-9.774328232,2.090736628,still
-0.107439801,-9.774328232,2.090736628,still
-0.715567052,-9.338583946,2.289455414,still
-0.715567052,-9.338583946,2.289455414,still
-0.792181492,-9.609128952,1.961449742,still
-0.792181492,-9.609128952,1.961449742,still
-0.349254161,-9.587580681,2.035670042,still
-0.349254161,-9.587580681,2.035670042,still
-0.559943914,-9.597157478,2.047641039,still
-0.270245522,-9.750386238,1.499368787,still
-0.09307459,-9.649829865,1.463455796,still
0.64912796,-10.363302231,1.111508131,still
0.64912796,-10.363302231,1.111508131,still
1.250072598,-9.503783226,-0.068833299,still
1.633144855,-9.750386238,0.493804097,still
1.633144855,-9.750386238,0.493804097,still
1.151910305,-9.903614998,-0.435146153,still
1.151910305,-9.903614998,-0.435146153,still
-0.366013587,-9.848548889,-0.583586693,still
-0.366013587,-9.848548889,-0.583586693,still
1.922843218,-9.621099472,-0.195725992,still
1.922843218,-9.621099472,-0.195725992,still
0.730530798,-9.762357712,0.975038648,still
0.785597444,-9.740809441,-0.641047478,still
0.785597444,-9.740809441,-0.641047478,still
1.927631617,-9.367314339,1.511339784,still
1.927631617,-9.367314339,1.511339784,still
1.285985589,-9.747992516,1.027711034,still
1.285985589,-9.747992516,1.027711034,still
0.598849714,-9.501389503,1.535281897,still
0.227748439,-9.93234539,1.394023895,still
0.227748439,-9.93234539,1.394023895,still
0.122403562,-9.424775124,1.219247222,still
