x,y,z,labels
1.104026318,-9.946710587,0.453102678,still
1.151910305,-10.07360363,-0.023343466,still
1.151910305,-10.07360363,-0.023343466,still
1.484704375,-9.848548889,-0.277128845,still
1.484704375,-9.848548889,-0.277128845,still
0.697011948,-9.786299706,0.503380895,still
0.697011948,-9.786299706,0.503380895,still
1.051353812,-9.752780914,0.026934769,still
1.051353812,-9.724050522,-0.056862291,still
1.72891295,-10.030508041,-0.104746327,still
0.572513461,-9.678560257,0.192134693,still
0.572513461,-9.678560257,0.192134693,still
0.857423484,-9.637859344,0.738012671,still
0.857423484,-9.637859344,0.738012671,still
0.42886138,-9.585186958,0.117914431,still
1.515828967,-9.743204117,0.04369418,still
0.665887356,-9.757569313,0.362123013,still
0.665887356,-9.757569313,0.362123013,still
1.06093061,-9.709685326,0.105943426,still
1.06093061,-9.709685326,0.105943426,still
0.998681366,-9.616311073,0.309450567,still
0.998681366,-9.616311073,0.309450567,still
1.118391514,-9.55406189,0.18734628,still
1.290773988,-9.520543098,-0.018555064,still
1.391330481,-9.446322441,0.613514185,still
0.634762704,-10.432733536,0.678157628,still
0.634762704,-10.432733536,0.678157628,still
0.68743515,-9.652224541,0.237624526,still
0.68743515,-9.652224541,0.237624526,still
0.823904634,-9.683348656,1.056441545,still
0.823904634,-9.683348656,1.056441545,still
-0.198419467,-9.633070946,0.761954665,still
-0.198419467,-9.633070946,0.761954665,still
-0.176871657,-9.786299706,0.991798043,still
-0.370801985,-9.647436142,0.503380895,still
-0.550367117,-9.889249802,0.74519527,still
-0.550367117,-9.889249802,0.74519527,still
-0.014065935,-9.745597839,0.833780766,still
0.05057751,-9.728838921,0.852934361,still
-0.375590384,-9.8940382,1.006163239,still
-0.375590384,-9.8940382,1.006163239,still
-0.287004918,-9.838972092,0.730830073,still
-0.287004918,-9.838972092,0.730830073,still
-0.765845239,-9.949105263,0.4818331,still
0.562936664,-9.949105263,0.4818331,still
0.562936664,-9.757569313,1.276708007,still
0.328304917,-10.320206642,0.496198297,still
0.328304917,-10.320206642,0.496198297,still
0.637156904,-10.001777649,1.178545833,still
