x,y,z
-6.155193329,-7.17422533,1.159392118
0.685040951,-5.361814499,2.495356798
0.685040951,-5.361814499,2.495356798
-2.384325504,-19.93771553,-2.084751129
0.448015004,-19.750967026,-0.923563302
-0.971746624,-7.088034153,1.168969035
-0.411503404,-9.829395294,-1.060032845
-0.411503404,-9.829395294,-1.060032845
1.127968311,-10.190919876,-0.325012892
1.127968311,-10.190919876,-0.325012892
0.172681794,-10.006566048,1.585560083
0.172681794,-10.006566048,1.585560083
-0.114622407,-9.726444244,-0.210091203
0.009876082,-9.724050522,0.338180989
0.347458512,-9.870096207,0.350151986
-0.31573534,-9.815030098,0.59436059
0.172681794,-9.388861656,-0.775122821
0.172681794,-9.388861656,-0.775122821
0.179864407,-9.831789017,0.565630138
0.057760116,-9.747992516,1.07559514
0.266055673,-9.747992516,0.129885435
0.194229618,-9.841365814,0.390853435
-0.308552742,-9.680954933,0.29747957
0.249296248,-9.819818497,0.572812736
0.160710782,-9.740809441,0.398036033
0.160710782,-9.740809441,0.398036033
0.433649778,-9.645041466,0.091578215
1.206976891,-9.63067627,0.022146367
0.196623817,-10.174160004,-0.162207171
0.622791708,-9.673771858,-0.071227498
0.153528184,-9.781511307,-0.095169514
0.742501795,-9.736021042,0.295085371
0.337881714,-9.685743332,0.129885435
0.337881714,-9.685743332,0.129885435
0.421678782,-9.522936821,-0.116717331
0.421678782,-9.522936821,-0.116717331
0.737713397,-9.836577415,0.18495208
0.737713397,-9.836577415,0.18495208
0.213383228,-9.827000618,0.017357962
0.213383228,-9.827000618,0.017357962
0.289997667,-9.752780914,0.295085371
0.108038351,-9.759963036,0.14903906
0.081702136,-9.798270226,0.362123013
0.598849714,-9.745597839,-0.080804311
0.579696059,-9.716867447,0.156221658
0.579696059,-9.716867447,0.156221658
0.450409204,-9.5157547,-0.095169514
0.318728089,-9.206902504,-0.274734646
-0.155323833,-10.042478561,1.451484799
-0.155323833,-10.042478561,1.451484799
0.677858353,-9.85573101,0.37169981
0.677858353,-9.85573101,0.37169981
1.044171214,-9.642647743,-0.339378089
1.044171214,-9.642647743,-0.339378089
0.914884329,-9.647436142,-0.181360781
-0.205602065,-9.8054533,0.465073675
-0.205602065,-9.8054533,0.465073675
0.495899022,-9.716867447,0.450708479
0.495899022,-9.716867447,0.450708479
0.541388869,-9.755174637,0.046088383
0.541388869,-9.755174637,0.046088383
0.373794734,-9.8054533,-0.054468088
0.373794734,-9.8054533,-0.054468088
0.467168599,-9.750386238,0.161010072
0.483928025,-9.788693428,0.208894104
0.483928025,-9.788693428,0.208894104
0.555754066,-9.714473724,0.225653514
0.555754066,-9.714473724,0.225653514
0.397736758,-9.707290649,0.263960749
0.591667116,-9.506177902,0.206499889
0.591667116,-9.506177902,0.206499889
0.792780042,-10.071209908,0.275931746
0.792780042,-10.071209908,0.275931746
0.349852711,-9.666589737,-0.004189853
0.349852711,-9.666589737,-0.004189853
0.632368505,-9.736021042,-0.071227498
0.632368505,-9.736021042,-0.071227498
0.237325236,-9.803058624,-0.016160861
0.237325236,-9.803058624,-0.016160861
0.474351197,-9.762357712,0.122702837
0.474351197,-9.762357712,0.122702837
0.560542464,-9.783905029,0.024540568
0.603638113,-9.769539833,0.026934769
0.632368505,-9.707290649,0.139462247
0.596455514,-9.671378136,0.395641834
0.596455514,-9.671378136,0.395641834
0.35464114,-9.788693428,0.072424598
0.35464114,-9.788693428,0.072424598
0.483928025,-9.743204117,0.079607204
0.483928025,-9.743204117,0.079607204
0.493504822,-9.726444244,0.163404271
0.493504822,-9.726444244,0.163404271
0.397736758,-9.786299706,0.16579847
0.404919356,-9.649829865,0.146644861
0.589272916,-9.628282547,0.053270988
0.589272916,-9.628282547,0.053270988
-0.198419467,-9.889249802,0.857722759
-0.198419467,-9.889249802,0.857722759
0.208594829,-9.999382973,2.387617588
-0.459387451,-11.768698692,3.654150248
1.58047235,-11.00255394,4.674080372
2.964320898,-8.814253807,0.915183604
1.494281173,-7.801506042,1.868075848
0.244507849,-6.961141586,1.41078341
0.244507849,-6.961141586,1.41078341
2.36098218,-8.835801125,7.726687431
2.36098218,-8.835801125,7.726687431
1.125574112,-15.264232635,2.234388828
4.245218754,-6.788758755,-0.688931525
-2.836829662,-10.157401085,-0.813430011
-2.068290949,-9.257181168,-0.645835936
-1.271021843,-10.844536781,0.74519527
